레벨별 몬스터 HP 설계용 · 10직업 비크리티컬 1회 공격 데미지
2026-09-11 / 현재 바탕화면 MSW 프로젝트 코드의 정적 계산 / UTF-8 메모장 문서
==========================================================================================
측정 범위와 가정
· Lv10~200, 10레벨 간격. Lv30=1차까지만, Lv70=2차까지만, Lv120=3차까지만 사용.
  다른 구간도 개별 스킬 요구레벨을 적용. 160 이후에도 4차까지만 계산(하이퍼 제외).
· 실제 Maker에서 반복 타격한 실측이 아니라 실행 수식을 옮긴 조건부 이론 평균이다.
· /lv 표준 레벨 곡선: 버프 전 총합 T=7L, 기본 전투력=floor((7L)^2/100).
  장비 잠재 추가데미지 0%, 초보자 공통 무기숙련 등 추가 공격력 0. 레벨만으로 실제 장비 구성은
  정해지지 않으므로 동일한 레벨 기준선을 사용했다. 직업 트레이닝·블레스·전투력 버프는 별도 적용.
· SP: 1차=3×clamp(L-9,0,20), 2차=3×clamp(L-29,0,40),
  3차=3×clamp(L-69,0,50), 4차=3×clamp(L-119,0,40). 차수 사이 SP 이동 없음.
· 배분 가정: 허용된 모든 투자 가능 스킬에 먼저 1포인트(버프·소환 포함), 대표 주력기 마스터,
  피해 관련 버프·강화 우선, 남은 포인트를 다른 스킬에 배분. 한 레벨의 모든 공격은 같은 빌드다.
  각 레벨에서 SP 재분배를 허용한 비교 빌드이며, 레벨업 중 자동으로 그대로 이어지는 육성표는 아니다.
  전 스킬 마스터 가정이 아니다. 상세부에 스킬별 실제 투자 수와 SP 사용량을 모두 적었다.
· 자기 직업·허용 차수의 습득한 버프와 소환은 활성 상태, 콤보·발도술은 해당 투자량의 최대 중첩.
  팔라딘 속성 4종은 동시 중첩 불가: 해당 빌드에서 직접타 배율이 가장 높은 속성 하나를 선택.
  나이트로드 표창 분산 OFF, 해금한 최상위 표창 사용. 섀도어는 후방/연막 조건을 적용.
· 기본 합계=적 한 마리에게 본체 1회 사용+확정 추가타(쉐도우 파트너 포함)의 모든 줄 합.
  확률포함 평균=위 값+파이널어택·암행 기대값. 암행은 적 한 마리만 있는 조건이다.
  합계는 타격별 정수 내림 전 평균이므로 실제 표시값과 작은 차이가 있다. 시전 전투력 내림은 반영.
· 섀도어는 은신 공격이 강제 크리티컬이다. 모든 버프 ON과 비크리 실측을 동시에 충족할 수 없다.
  HP 요약은 은신 해제 후 반복 공격값, 상세에는 은신 ×4에서 크리티컬만 제거한 가상 첫타를 병기.
· 독립 소환수·장판은 켜져 있어도 본체 1회마다 동시에 1타를 때리지 않는다. 별도 피해 단위를 표기.
  다크드래곤 랜덤 버프, 표식·유폭, 리커버리 오로라 안의 특수 연사는 기본 반복값에 합치지 않는다.
· 2/3/5회 HP는 평균 피해×횟수인 설계 참고값이다. 확정 N방 보장, 실제 평균 처치 횟수, DPS가 아니다.
  공격속도·대상 수·크리티컬·소환수 기여가 다르므로 같은 N방이 같은 처치 시간을 뜻하지 않는다.

레벨별 공통 HP 기준표 — 대표 주력기 확정 합계의 10직업 중앙값 사용
Lv | 차수 | 기본CP | 최소~최대 1회 | 중앙값 D | 2D HP | 3D HP | 5D HP | 현재 HP
 10 | 1차 |     49 | 11.88~61.25 | 15.19 | 31 | 46 | 76 | 110
 20 | 1차 |    196 | 237.16~411.60 | 255.07 | 511 | 766 | 1,276 | 595
 30 | 1차 |    441 | 533.61~926.10 | 599.31 | 1,199 | 1,798 | 2,997 | 1,653
 40 | 2차 |    784 | 827.12~3,328.10 | 1,748.32 | 3,497 | 5,245 | 8,742 | 3,693
 50 | 2차 |  1,225 | 1,292.38~5,204.58 | 2,731.75 | 5,464 | 8,196 | 13,659 | 6,949
 60 | 2차 |  1,764 | 1,861.02~7,491.77 | 3,933.72 | 7,868 | 11,802 | 19,669 | 11,703
 70 | 2차 |  2,401 | 2,533.05~10,200.28 | 5,354.23 | 10,709 | 16,063 | 26,772 | 18,007
 80 | 3차 |  3,136 | 5,863.36~19,033.43 | 15,373.51 | 30,748 | 46,121 | 76,868 | 28,320
 90 | 3차 |  3,969 | 7,969.25~26,335.44 | 20,952.34 | 41,905 | 62,858 | 104,762 | 41,917
100 | 3차 |  4,900 | 9,839.20~37,161.60 | 26,759.48 | 53,519 | 80,279 | 133,798 | 59,250
110 | 3차 |  5,929 | 11,904.93~44,963.64 | 32,211.33 | 64,423 | 96,634 | 161,057 | 80,767
120 | 3차 |  7,056 | 14,167.69~53,509.86 | 38,167.97 | 76,336 | 114,504 | 190,840 | 105,840
130 | 4차 |  8,281 | 23,435.23~119,987.55 | 82,899.63 | 165,800 | 248,699 | 414,499 | 133,531
140 | 4차 |  9,604 | 27,179.32~149,340.60 | 106,256.02 | 212,513 | 318,769 | 531,281 | 165,669
150 | 4차 | 11,025 | 31,200.75~171,433.62 | 121,575.78 | 243,152 | 364,728 | 607,879 | 202,584
160 | 4차 | 12,544 | 35,499.52~195,052.32 | 137,653.27 | 275,307 | 412,960 | 688,267 | 244,608
170 | 4차 | 14,161 | 40,075.63~220,196.70 | 154,677.98 | 309,356 | 464,034 | 773,390 | 292,070
180 | 4차 | 15,876 | 44,929.08~246,866.76 | 172,700.62 | 345,402 | 518,102 | 863,504 | 345,303
190 | 4차 | 17,689 | 50,059.87~275,062.50 | 191,713.10 | 383,427 | 575,140 | 958,566 | 404,635
200 | 4차 | 19,600 | 55,468.00~304,774.14 | 211,715.41 | 423,431 | 635,147 | 1,058,578 | 470,400
현재 HP는 MonsterHpTable.csv의 hp를 런타임과 같이 100으로 나눈 값. 실제 테이블은 변경하지 않았다.
중앙값은 열 직업 중 가운데 두 값의 평균이다. 이 표의 공통 HP를 적용하면 직업별 처치 횟수는 달라진다.

직업별 대표 주력기 — 본체 반복 공격 기준
비숍 3차는 홀리 에로우, 썬콜 3차는 콜드빔, 불독 3차는 파이어에로우, 신궁 4차는 스트레이프를
대표로 유지한다. 샤이닝 레이·광역 마법·충전기 등은 아래 모든 공격기 상세에서 따로 비교한다.

[01. 히어로]
Lv | 차수 | 버프CP | 주력기(스킬Lv) | 확정 평균합 | 확률포함 평균 | 2회HP / 3회HP / 5회HP | 현재HP÷확정평균
  4차 SP 63/63: 스나이핑 30, 프리져 20, 샤프 아이즈 12, 피어싱 1
  더블샷 Lv20 / 2줄 / 확정 11,620.84 / 확률포함 14,467.95 / 시전CP 9,604
    계산: 9,604×평균배율 60.50%×2타
  에로우 블로우 Lv20 / 1줄 / 확정 12,773.32 / 확률포함 15,902.78 / 시전CP 9,604
    계산: 9,604×평균배율 133.00%×1타
  아이언 에로우 Lv20 / 1줄 / 확정 22,665.44 / 확률포함 28,218.47 / 시전CP 9,604
    계산: 9,604×평균배율 236.00%×1타
  체인샷 Lv1 / 1줄 / 확정 5,762.40 / 확률포함 5,762.40 / 시전CP 9,604
    계산: 9,604×평균배율 60.00%×1타
  스트레이프 Lv30 / 4줄 / 확정 58,289.88 / 확률포함 72,570.90 / 시전CP 9,604
    계산: 9,604×평균배율 151.73%×4타
  아이스 샷 Lv30 / 1줄 / 확정 34,094.20 / 확률포함 42,447.28 / 시전CP 9,604
    계산: 9,604×평균배율 355.00%×1타
  스나이핑 Lv30: 무충전 1타 29,496.28 / 완충 2,949,628.50. 충전 시간 별도.
  프리져 Lv20: 독립 소환 공격 판정 1회 48,500.20. 본체 1회 합계와 별도.
  피어싱 Lv1: 무충전 1타 2,356.00 / 완충 11,780.00. 충전 시간 별도.
  독립 AI/회복 소환 활성: 용사 소환 — 선택 직업·행동·공격 횟수에 따라 달라 본체 합계에 고정 가산하지 않음.

보우마스터 / 버프CP 9,604 / 대표 폭풍의 시
  1차 SP 60/60: 더블샷 20, 에로우 블로우 20, 에로우 블로우 강화 20
  2차 SP 90/120: 속사 20, 부스터 20, 더블 점프 10, 에로우 봄 20, 파이널 어택:궁수 20
  3차 SP 90/150: 스트레이프 30, 파이어 샷 30, 용사 소환 30
  4차 SP 63/63: 폭풍의 시 30, 피닉스 20, 샤프 아이즈 13
  더블샷 Lv20 / 2줄 / 확정 11,620.84 / 확률포함 14,467.95 / 시전CP 9,604
    계산: 9,604×평균배율 60.50%×2타
  에로우 블로우 Lv20 / 1줄 / 확정 12,773.32 / 확률포함 15,902.78 / 시전CP 9,604
    계산: 9,604×평균배율 133.00%×1타
  속사 Lv20 / 1줄 / 확정 10,132.22 / 확률포함 12,614.61 / 시전CP 9,604
    계산: 9,604×평균배율 105.50%×1타
    한 발 발사 주기 기준. 키를 누르는 전체 시간의 합계가 아님.
  체인샷 Lv1 / 1줄 / 확정 5,762.40 / 확률포함 5,762.40 / 시전CP 9,604
    계산: 9,604×평균배율 60.00%×1타
  에로우 봄 Lv20 / 1줄 / 확정 13,509.63 / 확률포함 16,819.49 / 시전CP 9,604
    계산: 9,604×평균배율 140.67%×1타
  스트레이프 Lv30 / 4줄 / 확정 58,289.88 / 확률포함 72,570.90 / 시전CP 9,604
    계산: 9,604×평균배율 151.73%×4타
  파이어 샷 Lv30 / 1줄 / 확정 34,094.20 / 확률포함 42,447.28 / 시전CP 9,604
    계산: 9,604×평균배율 355.00%×1타
  폭풍의 시 Lv30 / 1줄 / 확정 27,179.32 / 확률포함 33,838.25 / 시전CP 9,604
    계산: 9,604×평균배율 283.00%×1타
    한 발 발사 주기 기준. 키를 누르는 전체 시간의 합계가 아님.
  피닉스 Lv20: 독립 소환 공격 판정 1회 48,500.20. 본체 1회 합계와 별도.
  독립 AI/회복 소환 활성: 용사 소환 — 선택 직업·행동·공격 횟수에 따라 달라 본체 합계에 고정 가산하지 않음.

나이트로드 / 버프CP 15,085 / 대표 쿼드러플 스로우
  1차 SP 60/60: 럭키세븐 20, 표창+ 20, 트레이닝 20
  2차 SP 120/120: 암행 20, 헤이스트 20, 부스터 20, 표창+ II 30, 페이크 20, 드레인 샷 10
  3차 SP 120/150: 쉐도우 파트너 30, 트리플 스로우 30, 어벤져 20, 표창+ III 30, 플래시 점프 10
  4차 SP 63/63: 쿼드러플 스로우 30, 각성 13, 표창+ IV 20
  럭키세븐 Lv20 / 2+2=4줄 / 확정 26,138.08 / 확률포함 34,375.54 / 시전CP 15,085
    계산: 15,085×평균배율 48.40%×2타×쉐파 1.79
  드레인 샷 Lv10 / 1줄 / 확정 11,313.75 / 확률포함 12,464.23 / 시전CP 15,085
    계산: 15,085×평균배율 75.00%×1타
  트리플 스로우 Lv30 / 3+3=6줄 / 확정 57,919.61 / 확률포함 70,275.80 / 시전CP 15,085
    계산: 15,085×평균배율 71.50%×3타×쉐파 1.79
  어벤져 Lv20 / 1+1=2줄 / 확정 61,294.88 / 확률포함 65,413.61 / 시전CP 15,085
    계산: 15,085×평균배율 227.00%×1타×쉐파 1.79
  쿼드러플 스로우 Lv30 / 4+4=8줄 / 확정 109,628.73 / 확률포함 126,103.64 / 시전CP 15,085
    계산: 15,085×평균배율 101.50%×4타×쉐파 1.79

섀도어 / 버프CP 9,604 / 대표 부메랑 스탭
  1차 SP 60/60: 더블스탭 20, 다크사이트 20, 분신 소환 20
  2차 SP 120/120: 헤이스트 20, 새비지블로우 30, 부스터 20, 페이크 20, 암행 20, 분신 강화 10
  3차 SP 130/150: 암행2 20, 쉐도우 파트너 30, 어썰터 30, 백스탭 20, 분신 강화 II 20, 플래시 점프 10
  4차 SP 63/63: 암살 30, 부메랑 스탭 30, 연막 2, 분신 강화 III 1
  더블스탭 Lv20 / 2+2=4줄 / 확정 32,450.03 / 확률포함 41,260.71 / 시전CP 9,604
    계산: 9,604×평균배율 78.65%×2타×쉐파 1.79×후방 1.20
    다크사이트 ON 가상 비크리 첫타: 129,800.13 (반복 기준 아님; 실제 은신 공격은 강제 크리).
  새비지블로우 Lv30 / 6+6=12줄 / 확정 55,946.91 / 확률포함 82,378.94 / 시전CP 9,604
    계산: 9,604×평균배율 45.20%×6타×쉐파 1.79×후방 1.20
    다크사이트 ON 가상 비크리 첫타: 223,787.64 (반복 기준 아님; 실제 은신 공격은 강제 크리).
  어썰터 Lv30 / 1+1=2줄 / 확정 67,251.82 / 확률포함 71,657.16 / 시전CP 9,604
    계산: 9,604×평균배율 326.00%×1타×쉐파 1.79×후방 1.20
    다크사이트 ON 가상 비크리 첫타: 269,007.27 (반복 기준 아님; 실제 은신 공격은 강제 크리).
  암살 Lv30 / 10+10=20줄 / 확정 355,857.01 / 확률포함 399,910.39 / 시전CP 9,604
    계산: 9,604×평균배율 172.50%×10타×쉐파 1.79×후방 1.20
    다크사이트 ON 가상 비크리 첫타: 1,423,428.05 (반복 기준 아님; 실제 은신 공격은 강제 크리).
  부메랑 스탭 Lv30 / 3+3=6줄 / 확정 67,251.82 / 확률포함 80,467.83 / 시전CP 9,604
    계산: 9,604×평균배율 108.67%×3타×쉐파 1.79×후방 1.20
    다크사이트 ON 가상 비크리 첫타: 269,007.27 (반복 기준 아님; 실제 은신 공격은 강제 크리).
  독립 AI/회복 소환 활성: 분신 소환 — 선택 직업·행동·공격 횟수에 따라 달라 본체 합계에 고정 가산하지 않음.

######## Lv150 / 4차 이하 ########

히어로 / 버프CP 17,529 / 대표 브랜디쉬
  1차 SP 55/60: 파워스트라이크 20, 러시 15, 슬래시블러스트 20
  2차 SP 80/120: 파이널어택 20, 부스터 20, 분노 20, 파워가드 20
  3차 SP 130/150: 콤보 어택 30, 파워스트라이크 강화 30, 패닉 30, 코마 20, 발도술 20
  4차 SP 93/93: 어드밴스드 콤보 30, 브랜디쉬 30, 기사 소환 20, 돌진 13
  파워스트라이크 Lv20 / 1줄 / 확정 57,845.70 / 확률포함 93,276.19 / 시전CP 17,529
    계산: 17,529×평균배율 330.00%×1타
  슬래시블러스트 Lv20 / 1줄 / 확정 18,405.45 / 확률포함 29,678.79 / 시전CP 17,529
    계산: 17,529×평균배율 105.00%×1타
  패닉 Lv30 / 10줄 / 확정 967,405.25 / 확률포함 967,405.25 / 시전CP 13,483
    계산: 13,483×평균배율 717.50%×10타
    최대 콤보 10개를 소모하는 1회 사용 합계. 재충전 공격 필요.
  코마 Lv20 / 10줄 / 확정 283,143.00 / 확률포함 283,143.00 / 시전CP 13,483
    계산: 13,483×평균배율 210.00%×10타
    최대 콤보 10개를 소모하는 1회 사용 합계. 재충전 공격 필요.
  브랜디쉬 Lv30 / 3줄 / 확정 171,433.62 / 확률포함 206,434.65 / 시전CP 17,529
    계산: 17,529×평균배율 326.00%×3타
  돌진 Lv13 / 1줄 / 확정 24,715.89 / 확률포함 24,715.89 / 시전CP 17,529
    계산: 17,529×평균배율 141.00%×1타
  독립 AI/회복 소환 활성: 기사 소환 — 선택 직업·행동·공격 횟수에 따라 달라 본체 합계에 고정 가산하지 않음.

팔라딘 / 버프CP 11,025 / 대표 차지 블로우
  1차 SP 55/60: 파워스트라이크 20, 러시 15, 슬래시블러스트 20
  2차 SP 100/120: 파이널어택 20, 리스토네이션 10, 부스터 20, 파워가드 20, 가드 10, 아이언 월 20
  3차 SP 120/150: 차지 블로우 20, 디바인 스윙 강화 20, 디바인 스티그마 강화 20, 디바인 저지먼트 강화 20, 디바인 차지 20, 속성필드 20
  4차 SP 70/93: 차지 블로우 강화 20, 돌진 20, 궁병 지원 20, 속성 증폭 10
  파워스트라이크 Lv20 / 1줄 / 확정 23,152.50 / 확률포함 37,333.41 / 시전CP 11,025
    계산: 11,025×평균배율 210.00%×1타
  슬래시블러스트 Lv20 / 1줄 / 확정 11,576.25 / 확률포함 18,666.70 / 시전CP 11,025
    계산: 11,025×평균배율 105.00%×1타
  차지 블로우 Lv20 / 1줄 / 확정 104,781.60 / 확률포함 168,960.33 / 시전CP 17,640
    계산: 17,640×평균배율 594.00%×1타
  돌진 Lv20 / 1줄 / 확정 17,860.50 / 확률포함 17,860.50 / 시전CP 11,025
    계산: 11,025×평균배율 162.00%×1타
  궁병 지원 Lv20: 독립 소환 공격 판정 1회 59,865.75. 본체 1회 합계와 별도.

다크나이트 / 버프CP 14,332 / 대표 스피어 버스터
  1차 SP 40/60: 파워스트라이크 20, 슬래시블러스트 20
  2차 SP 80/120: 파이널어택 20, 부스터 20, 서먼 다크드래곤 20, 파워가드 20
  3차 SP 110/150: 스피어 버스터 30, 드래곤 로어 30, 드래곤 라이딩 20, 힐러 소환 30
  4차 SP 80/93: 어드밴스드 스피어 버스터 30, 돌진 20, 드래곤 블러드 30
  파워스트라이크 Lv20 / 1줄 / 확정 30,097.20 / 확률포함 48,531.74 / 시전CP 14,332
    계산: 14,332×평균배율 210.00%×1타
  슬래시블러스트 Lv20 / 1줄 / 확정 15,048.60 / 확률포함 24,265.87 / 시전CP 14,332
    계산: 14,332×평균배율 105.00%×1타
  서먼 다크드래곤 Lv20: 독립 소환 공격 판정 1회 44,429.20. 본체 1회 합계와 별도.
  스피어 버스터 Lv30 / 3줄 / 확정 125,118.36 / 확률포함 201,753.36 / 시전CP 14,332
    계산: 14,332×평균배율 291.00%×3타
  드래곤 로어 Lv30 / 1줄 / 확정 50,878.60 / 확률포함 50,878.60 / 시전CP 14,332
    계산: 14,332×평균배율 355.00%×1타
  드래곤 라이딩 Lv20: 독립 소환 공격 판정 1회 72,734.90. 본체 1회 합계와 별도.
  돌진 Lv20 / 1줄 / 확정 23,217.84 / 확률포함 23,217.84 / 시전CP 14,332
    계산: 14,332×평균배율 162.00%×1타
  독립 AI/회복 소환 활성: 힐러 소환 — 선택 직업·행동·공격 횟수에 따라 달라 본체 합계에 고정 가산하지 않음.

비숍 / 버프CP 14,572 / 대표 엔젤레이
  1차 SP 40/60: 매직클로 20, 매직 미사일 20
  2차 SP 120/120: 텔레포트 10, 힐 30, 홀리 에로우 20, 부스터 20, 블레스 30, 도적 소환 10
  3차 SP 100/150: 샤이닝 레이 20, 용사 소환 30, 홀리 매직쉘 30, 매직 부스터 20
  4차 SP 93/93: 바하뮤트 20, 제네시스 30, 리커버리 오로라 11, 리저렉션 1, 엔젤레이 30, 궁수 소환 1
  매직클로 Lv20 / 2줄 / 확정 17,632.12 / 확률포함 17,632.12 / 시전CP 14,572
    계산: 14,572×평균배율 60.50%×2타
  매직 미사일 Lv20 / 14줄 / 확정 214,208.40 / 확률포함 214,208.40 / 시전CP 14,572
    계산: 14,572×평균배율 105.00%×14타
  힐 Lv30 / 1줄 / 확정 15,300.60 / 확률포함 15,300.60 / 시전CP 14,572
    계산: 14,572×평균배율 105.00%×1타
  홀리 에로우 Lv20 / 1줄 / 확정 36,575.72 / 확률포함 36,575.72 / 시전CP 14,572
    계산: 14,572×평균배율 251.00%×1타
  샤이닝 레이 Lv20 / 1줄 / 확정 265,210.40 / 확률포함 265,210.40 / 시전CP 14,572
    계산: 14,572×평균배율 1,820.00%×1타
  바하뮤트 Lv20: 독립 소환 공격 판정 1회 73,588.60. 본체 1회 합계와 별도.
  제네시스 Lv30: 판정 1타 147,177.20 / 시전 총합=147,177.20×K(실제 적중 판정 수). 위치·대상 수 필요.
  엔젤레이 Lv30 / 1줄 / 확정 118,033.20 / 확률포함 118,033.20 / 시전CP 14,572
    계산: 14,572×평균배율 810.00%×1타
  독립 AI/회복 소환 활성: 도적 소환, 용사 소환, 궁수 소환 — 선택 직업·행동·공격 횟수에 따라 달라 본체 합계에 고정 가산하지 않음.

아크메이지(썬,콜) / 버프CP 15,435 / 대표 체인라이트닝
  1차 SP 60/60: 매직클로 20, 매직 미사일 20, 콜드빔 20
  2차 SP 90/120: 텔레포트 10, 썬더볼트 20, 부스터 20, 빙하지대 20, 메디테이션 20
  3차 SP 120/150: 용사 소환 30, 아이스 스트라이크 20, 아이스 데몬 30, 소환수 강화 20, 매직 부스터 20
  4차 SP 93/93: 체인라이트닝 30, 이프리트 20, 블리자드 30, 리커버리 오로라 13
  매직클로 Lv20 / 2줄 / 확정 18,676.35 / 확률포함 18,676.35 / 시전CP 15,435
    계산: 15,435×평균배율 60.50%×2타
  매직 미사일 Lv20 / 14줄 / 확정 226,894.50 / 확률포함 226,894.50 / 시전CP 15,435
    계산: 15,435×평균배율 105.00%×14타
  썬더볼트 Lv20 / 1줄 / 확정 25,827.90 / 확률포함 25,827.90 / 시전CP 15,435
    계산: 15,435×평균배율 167.33%×1타
  콜드빔 Lv20 / 1줄 / 확정 54,648.13 / 확률포함 54,648.13 / 시전CP 15,435
    계산: 15,435×평균배율 354.05%×1타
  아이스 스트라이크 Lv20 / 1줄 / 확정 70,229.25 / 확률포함 70,229.25 / 시전CP 15,435
    계산: 15,435×평균배율 455.00%×1타
  아이스 데몬 Lv30 / 1줄 / 확정 32,413.50 / 확률포함 32,413.50 / 시전CP 15,435
    계산: 15,435×평균배율 210.00%×1타
  체인라이트닝 Lv30 / 1줄 / 확정 159,752.25 / 확률포함 159,752.25 / 시전CP 15,435
    계산: 15,435×평균배율 1,035.00%×1타
  이프리트 Lv20: 독립 소환 공격 판정 1회 77,946.75. 본체 1회 합계와 별도.
  블리자드 Lv30: 판정 1타 155,893.50 / 시전 총합=155,893.50×K(실제 적중 판정 수). 위치·대상 수 필요.
  독립 AI/회복 소환 활성: 용사 소환 — 선택 직업·행동·공격 횟수에 따라 달라 본체 합계에 고정 가산하지 않음.

아크메이지(불,독) / 버프CP 17,640 / 대표 불꽃 파도
  1차 SP 40/60: 매직클로 20, 매직 미사일 20
  2차 SP 90/120: 텔레포트 10, 파이어에로우 20, 부스터 20, 불의 영역 20, 메디테이션 20
  3차 SP 130/150: 포이즌 미스트 20, 익스플로젼 20, 불과 친화력 20, 매직 부스터 20, 파이어데몬 30, 파이어데몬 강화 20
  4차 SP 93/93: 엘퀴네스 20, 메테오 22, 불꽃 파도 30, 리커버리 마나 1, 파이어에로우 강화 20
  매직클로 Lv20 / 2줄 / 확정 21,344.40 / 확률포함 21,344.40 / 시전CP 17,640
    계산: 17,640×평균배율 60.50%×2타
  매직 미사일 Lv20 / 14줄 / 확정 259,308.00 / 확률포함 259,308.00 / 시전CP 17,640
    계산: 17,640×평균배율 105.00%×14타
  파이어에로우 Lv20 / 1줄 / 확정 56,536.20 / 확률포함 56,536.20 / 시전CP 17,640
    계산: 17,640×평균배율 320.50%×1타
  포이즌 미스트 Lv20: 1초 1틱 19,756.80 / 총합=19,756.80×적중 틱 수, 적 HP 1에서 멈춤.
  익스플로젼 Lv20 / 1줄 / 확정 142,884.00 / 확률포함 142,884.00 / 시전CP 17,640
    계산: 17,640×평균배율 810.00%×1타
  파이어데몬 Lv30 / 1줄 / 확정 37,044.00 / 확률포함 37,044.00 / 시전CP 17,640
    계산: 17,640×평균배율 210.00%×1타
  엘퀴네스 Lv20: 독립 소환 공격 판정 1회 89,082.00. 본체 1회 합계와 별도.
  메테오 Lv22: 판정 1타 140,246.20 / 시전 총합=140,246.20×K(실제 적중 판정 수). 위치·대상 수 필요.
  불꽃 파도 Lv30 / 1줄 / 확정 128,419.20 / 확률포함 128,419.20 / 시전CP 17,640
    계산: 17,640×평균배율 728.00%×1타

신궁 / 버프CP 11,025 / 대표 스트레이프
  1차 SP 60/60: 더블샷 20, 에로우 블로우 20, 에로우 블로우 강화 20
  2차 SP 70/120: 아이언 에로우 20, 부스터 20, 더블 점프 10, 파이널 어택:궁수 20
  3차 SP 90/150: 스트레이프 30, 아이스 샷 30, 용사 소환 30
  4차 SP 93/93: 스나이핑 30, 프리져 20, 샤프 아이즈 30, 피어싱 13
  더블샷 Lv20 / 2줄 / 확정 13,340.25 / 확률포함 16,608.61 / 시전CP 11,025
    계산: 11,025×평균배율 60.50%×2타
  에로우 블로우 Lv20 / 1줄 / 확정 14,663.25 / 확률포함 18,255.75 / 시전CP 11,025
    계산: 11,025×평균배율 133.00%×1타
  아이언 에로우 Lv20 / 1줄 / 확정 26,019.00 / 확률포함 32,393.65 / 시전CP 11,025
    계산: 11,025×평균배율 236.00%×1타
  체인샷 Lv1 / 1줄 / 확정 6,615.00 / 확률포함 6,615.00 / 시전CP 11,025
    계산: 11,025×평균배율 60.00%×1타
  스트레이프 Lv30 / 4줄 / 확정 66,914.40 / 확률포함 83,308.43 / 시전CP 11,025
    계산: 11,025×평균배율 151.73%×4타
  아이스 샷 Lv30 / 1줄 / 확정 39,138.75 / 확률포함 48,727.74 / 시전CP 11,025
    계산: 11,025×평균배율 355.00%×1타
  스나이핑 Lv30: 무충전 1타 33,860.53 / 완충 3,386,053.12. 충전 시간 별도.
  프리져 Lv20: 독립 소환 공격 판정 1회 55,676.25. 본체 1회 합계와 별도.
  피어싱 Lv13: 무충전 1타 13,641.60 / 완충 68,208.00. 충전 시간 별도.
  독립 AI/회복 소환 활성: 용사 소환 — 선택 직업·행동·공격 횟수에 따라 달라 본체 합계에 고정 가산하지 않음.

보우마스터 / 버프CP 11,025 / 대표 폭풍의 시
  1차 SP 60/60: 더블샷 20, 에로우 블로우 20, 에로우 블로우 강화 20
  2차 SP 90/120: 속사 20, 부스터 20, 더블 점프 10, 에로우 봄 20, 파이널 어택:궁수 20
  3차 SP 90/150: 스트레이프 30, 파이어 샷 30, 용사 소환 30
  4차 SP 80/93: 폭풍의 시 30, 피닉스 20, 샤프 아이즈 30
  더블샷 Lv20 / 2줄 / 확정 13,340.25 / 확률포함 16,608.61 / 시전CP 11,025
    계산: 11,025×평균배율 60.50%×2타
  에로우 블로우 Lv20 / 1줄 / 확정 14,663.25 / 확률포함 18,255.75 / 시전CP 11,025
    계산: 11,025×평균배율 133.00%×1타
  속사 Lv20 / 1줄 / 확정 11,631.38 / 확률포함 14,481.06 / 시전CP 11,025
    계산: 11,025×평균배율 105.50%×1타
    한 발 발사 주기 기준. 키를 누르는 전체 시간의 합계가 아님.
  체인샷 Lv1 / 1줄 / 확정 6,615.00 / 확률포함 6,615.00 / 시전CP 11,025
    계산: 11,025×평균배율 60.00%×1타
  에로우 봄 Lv20 / 1줄 / 확정 15,508.50 / 확률포함 19,308.08 / 시전CP 11,025
    계산: 11,025×평균배율 140.67%×1타
  스트레이프 Lv30 / 4줄 / 확정 66,914.40 / 확률포함 83,308.43 / 시전CP 11,025
    계산: 11,025×평균배율 151.73%×4타
  파이어 샷 Lv30 / 1줄 / 확정 39,138.75 / 확률포함 48,727.74 / 시전CP 11,025
    계산: 11,025×평균배율 355.00%×1타
  폭풍의 시 Lv30 / 1줄 / 확정 31,200.75 / 확률포함 38,844.93 / 시전CP 11,025
    계산: 11,025×평균배율 283.00%×1타
    한 발 발사 주기 기준. 키를 누르는 전체 시간의 합계가 아님.
  피닉스 Lv20: 독립 소환 공격 판정 1회 55,676.25. 본체 1회 합계와 별도.
  독립 AI/회복 소환 활성: 용사 소환 — 선택 직업·행동·공격 횟수에 따라 달라 본체 합계에 고정 가산하지 않음.

나이트로드 / 버프CP 17,227 / 대표 쿼드러플 스로우
  1차 SP 60/60: 럭키세븐 20, 표창+ 20, 트레이닝 20
  2차 SP 120/120: 암행 20, 헤이스트 20, 부스터 20, 표창+ II 30, 페이크 20, 드레인 샷 10
  3차 SP 120/150: 쉐도우 파트너 30, 트리플 스로우 30, 어벤져 20, 표창+ III 30, 플래시 점프 10
  4차 SP 80/93: 쿼드러플 스로우 30, 각성 30, 표창+ IV 20
  럭키세븐 Lv20 / 2+2=4줄 / 확정 29,849.57 / 확률포함 39,256.70 / 시전CP 17,227
    계산: 17,227×평균배율 48.40%×2타×쉐파 1.79
  드레인 샷 Lv10 / 1줄 / 확정 12,920.25 / 확률포함 14,234.10 / 시전CP 17,227
    계산: 17,227×평균배율 75.00%×1타
  트리플 스로우 Lv30 / 3+3=6줄 / 확정 66,143.93 / 확률포함 80,254.63 / 시전CP 17,227
    계산: 17,227×평균배율 71.50%×3타×쉐파 1.79
  어벤져 Lv20 / 1+1=2줄 / 확정 69,998.47 / 확률포함 74,702.04 / 시전CP 17,227
    계산: 17,227×평균배율 227.00%×1타×쉐파 1.79
  쿼드러플 스로우 Lv30 / 4+4=8줄 / 확정 125,195.50 / 확률포함 144,009.77 / 시전CP 17,227
